korpus.id,hit,task,ad.mace,ad.annotation,cutoff.mace,cutoff.annotation,loading.mace,loading.annotation,pornographic.mace,pornographic.annotation,popup.mace,popup.annotation,captcha.mace,captcha.annotation,error.mace,error.annotation
5581,1756,5,no,-,no,-,no,-,no,-,very,-,not,-,not,-
3298,1757,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
4989,1757,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
800,1757,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
6410,1757,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
6437,1757,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
8801,1758,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
9769,1758,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
2870,1758,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
1126,1758,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
1842,1758,5,no,-,no,-,no,-,no,-,not,-,not,-,abit,-
396,1759,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
2843,1759,2,no,-,no,-,no,-,yes,-,very,-,not,-,not,-
973,1759,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
8744,1759,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
3692,1759,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
734,1760,1,no,-,no,-,no,-,no,-,not,abit,not,-,not,-
4123,1760,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
7126,1760,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
8220,1760,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
7687,1760,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
9218,1761,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
5435,1761,2,no,-,no,-,no,-,no,-,abit,-,not,-,not,-
2008,1761,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
2438,1761,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
4682,1761,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
26,1762,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
3542,1762,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
163,1762,3,no,-,no,-,no,-,no,-,not,-,not,-,very,-
674,1762,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
5836,1762,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
9674,1763,1,yes,-,no,-,no,-,no,-,very,-,not,-,not,-
2680,1763,2,no,-,yes,-,no,-,no,-,not,-,not,-,not,-
6741,1763,3,no,-,no,-,no,-,yes,-,not,-,not,-,not,-
9437,1763,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
9958,1763,5,no,-,no,-,no,-,yes,-,not,-,not,-,not,-
1475,1764,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
9784,1764,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
9901,1764,3,no,-,no,yes,no,-,no,-,not,-,not,-,not,-
6277,1764,4,no,-,no,-,no,-,no,-,not,abit,not,-,not,-
7737,1764,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
95,1765,1,no,-,no,-,no,-,no,-,not,-,not,abit,not,-
6928,1765,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
8354,1765,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
5143,1765,4,no,-,no,-,no,-,no,-,not,abit,not,-,not,-
9806,1765,5,no,-,no,-,no,-,no,-,not,-,not,-,very,-
6051,1766,1,no,-,no,yes,no,-,no,-,not,abit,not,-,not,-
5414,1766,2,no,-,no,-,no,-,yes,-,not,-,not,-,not,-
8759,1766,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
7767,1766,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
4944,1766,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
940,1767,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
421,1767,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
7472,1767,3,no,-,no,-,no,-,no,-,abit,-,not,-,not,-
3506,1767,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
8409,1767,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
2297,1768,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
423,1768,2,no,-,no,yes,no,-,no,-,not,-,not,-,not,-
4244,1768,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
9830,1768,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
4713,1768,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
2045,1769,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
9028,1769,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
903,1769,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
6307,1769,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
9166,1769,5,no,-,no,-,no,-,no,-,abit,-,not,-,not,-
4680,1770,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
9557,1770,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
3900,1770,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
9726,1770,4,no,-,no,-,no,-,no,-,not,abit,not,-,not,-
1280,1770,5,no,-,no,-,no,-,no,-,not,-,not,-,very,-
2403,1771,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
4963,1771,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
7852,1771,3,no,-,no,yes,no,-,no,-,not,-,not,-,not,-
3832,1771,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
3667,1771,5,no,-,no,-,no,-,no,-,not,abit,not,-,not,-
7254,1772,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
2683,1772,2,no,-,no,yes,no,-,no,-,not,-,not,-,not,-
731,1772,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
2079,1772,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
5029,1772,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
1296,1773,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
6131,1773,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
2603,1773,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
2345,1773,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
275,1773,5,no,-,no,yes,no,-,no,-,not,-,not,-,not,-
883,1774,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
5653,1774,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
4504,1774,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
7347,1774,4,no,-,no,-,no,-,yes,-,very,-,not,-,not,-
5162,1774,5,no,-,no,-,no,-,no,-,not,abit,not,-,very,-
7082,1775,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
3148,1775,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
1165,1775,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
1100,1775,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
969,1775,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
2007,1776,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
8110,1776,2,no,-,no,-,no,-,no,-,not,abit,not,-,not,-
4156,1776,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
8949,1776,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
6526,1776,5,no,-,no,-,no,-,no,-,very,-,not,-,not,-
3824,1777,1,no,-,no,yes,no,-,no,-,not,-,not,-,not,-
8453,1777,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
8010,1777,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
8545,1777,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
1254,1777,5,no,-,no,-,no,-,no,-,not,-,not,-,very,-
4427,1778,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
754,1778,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
3614,1778,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
5648,1778,4,no,-,no,yes,no,-,no,-,not,-,not,-,not,-
671,1778,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
2280,1779,1,yes,-,no,-,no,-,no,-,not,-,not,-,not,-
7791,1779,2,no,-,no,-,no,-,no,-,very,-,not,-,not,-
6172,1779,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
9283,1779,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
3726,1779,5,no,-,no,-,no,-,no,-,not,abit,not,-,not,-
2393,1780,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
2978,1780,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
4636,1780,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
9195,1780,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
7087,1780,5,no,-,no,-,no,-,no,-,abit,-,not,-,not,-
6900,1781,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
3583,1781,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
1270,1781,3,no,-,no,-,no,-,no,-,not,-,not,-,very,-
8866,1781,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
9527,1781,5,no,-,no,-,no,-,no,-,very,-,not,-,not,-
8592,1782,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
8535,1782,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
2835,1782,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
6933,1782,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
6999,1782,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
4834,1783,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
6442,1783,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
4641,1783,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
1767,1783,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
3410,1783,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
2005,1784,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
5650,1784,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
1667,1784,3,no,-,no,yes,no,-,no,-,not,-,not,-,not,-
5983,1784,4,no,-,no,yes,no,-,no,-,not,-,not,-,not,-
7937,1784,5,no,-,no,-,no,-,no,-,abit,-,not,-,not,-
7666,1785,1,no,-,no,yes,no,-,no,-,not,-,not,-,not,-
8666,1785,2,no,-,no,-,no,-,no,-,very,-,not,-,not,-
4108,1785,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
3973,1785,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
3545,1785,5,no,-,no,-,no,-,no,-,very,-,not,-,not,-
829,1786,1,no,-,no,-,no,-,yes,-,not,-,not,-,not,abit
7712,1786,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
1702,1786,3,no,-,no,-,no,-,yes,-,not,-,not,-,not,-
8721,1786,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
8066,1786,5,no,-,no,-,no,-,no,-,not,-,not,-,very,-
3870,1787,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
1128,1787,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
6641,1787,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
4239,1787,4,no,-,no,-,no,-,no,-,not,-,not,-,not,abit
8945,1787,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
1965,1788,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
7636,1788,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
1326,1788,3,no,-,no,-,no,-,no,-,abit,-,not,-,not,-
6707,1788,4,no,-,no,-,no,-,no,-,not,-,not,-,not,abit
905,1788,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
9037,1789,1,no,-,no,-,no,-,no,-,very,-,not,-,not,-
1282,1789,2,no,-,no,-,no,-,yes,-,not,-,not,-,not,-
5180,1789,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
696,1789,4,no,-,no,-,no,-,no,-,not,abit,not,-,not,-
4405,1789,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
154,1790,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
8642,1790,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
431,1790,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
1379,1790,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
5783,1790,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
1038,1791,1,no,-,no,-,no,-,no,-,not,-,not,-,very,-
2506,1791,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
1694,1791,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
8111,1791,4,no,-,no,yes,no,-,no,-,not,-,not,-,not,very
2906,1791,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
5774,1792,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
8145,1792,2,no,-,no,-,no,-,no,-,not,abit,not,-,not,-
3548,1792,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
3222,1792,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
1482,1792,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
9250,1793,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
5937,1793,2,no,-,no,-,no,-,no,-,abit,-,not,-,not,-
7127,1793,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
9735,1793,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
7394,1793,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
9238,1794,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
3662,1794,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
9189,1794,3,no,-,no,-,no,-,yes,-,not,-,not,-,not,-
8047,1794,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
1500,1794,5,no,-,no,-,no,-,yes,-,not,-,not,-,not,-
337,1795,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
7625,1795,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
9417,1795,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
5568,1795,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
1828,1795,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
251,1796,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
2844,1796,2,no,-,no,-,no,-,no,-,not,-,not,-,not,abit
1452,1796,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
9313,1796,4,no,-,no,-,no,-,yes,-,not,-,not,-,not,-
3169,1796,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
4363,1797,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
1050,1797,2,yes,-,no,yes,no,-,no,-,not,-,not,-,not,-
6247,1797,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
777,1797,4,yes,-,no,-,no,-,no,-,not,-,not,-,not,-
9300,1797,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
5077,1798,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
9781,1798,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
4865,1798,3,no,-,no,-,no,-,no,-,not,-,not,-,very,-
1595,1798,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
5726,1798,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
4219,1799,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
3544,1799,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
4133,1799,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
9296,1799,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
7854,1799,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
3799,1800,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
5879,1800,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
9016,1800,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
5152,1800,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
6704,1800,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
4639,1801,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
1637,1801,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
4107,1801,3,no,-,no,-,no,-,no,-,abit,-,not,-,not,-
5312,1801,4,no,-,no,-,no,-,no,-,abit,-,not,-,not,-
3964,1801,5,no,-,no,yes,no,-,no,-,not,-,not,-,not,-
7444,1802,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
8619,1802,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
9439,1802,3,no,-,no,-,no,-,no,-,not,-,not,-,very,-
4288,1802,4,no,-,no,-,no,-,no,-,not,-,not,very,not,-
5067,1802,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
5172,1803,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
7566,1803,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
8996,1803,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
6576,1803,4,no,-,no,-,no,-,yes,-,not,abit,not,-,not,-
7462,1803,5,no,-,no,-,no,-,yes,-,not,-,not,-,not,-
9961,1804,1,no,-,no,-,no,-,no,-,very,-,not,-,not,-
7297,1804,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
2875,1804,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
6101,1804,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
8351,1804,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
9068,1805,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
9546,1805,2,no,-,no,-,no,-,no,-,not,very,not,-,not,-
2669,1805,3,no,-,no,-,no,-,no,yes,not,-,not,-,not,-
2591,1805,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
1799,1805,5,no,-,no,-,no,-,no,-,not,-,not,-,very,-
7271,1806,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
3473,1806,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
4828,1806,3,yes,-,no,-,no,-,no,-,not,abit,not,-,not,-
1517,1806,4,no,-,no,-,no,-,no,-,not,abit,not,-,not,-
1366,1806,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
6632,1807,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
5628,1807,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
9337,1807,3,no,-,no,-,no,-,no,-,very,-,not,-,not,-
6988,1807,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
9841,1807,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
2751,1808,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
8195,1808,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
2551,1808,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
3634,1808,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
2555,1808,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
8995,1809,1,no,-,no,-,no,-,no,-,not,-,not,-,not,very
6161,1809,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
5841,1809,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
9578,1809,4,no,-,no,-,no,-,no,-,not,abit,not,-,not,-
2767,1809,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
9655,1810,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
8480,1810,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
5945,1810,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
7792,1810,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
3676,1810,5,no,-,no,-,no,-,no,-,not,-,not,abit,not,-
9416,1811,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
5719,1811,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
393,1811,3,yes,-,no,-,no,-,no,-,not,-,not,-,not,-
7892,1811,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
1203,1811,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
7943,1812,1,no,-,no,-,no,-,no,-,very,-,not,-,not,-
1214,1812,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
8455,1812,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
71,1812,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
134,1812,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
8254,1813,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
8243,1813,2,no,-,no,-,no,-,no,-,not,abit,not,-,not,-
7572,1813,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
5445,1813,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
2617,1813,5,no,-,no,-,no,-,no,-,not,very,not,-,not,-
2073,1814,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
4093,1814,2,no,-,no,yes,no,-,no,-,not,-,not,-,not,-
2358,1814,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
951,1814,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
8621,1814,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
356,1815,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
7928,1815,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
8822,1815,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
9530,1815,4,no,-,no,-,no,-,no,-,very,-,not,-,not,-
9682,1815,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
9641,1816,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
4965,1816,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
5832,1816,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
1471,1816,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
5539,1816,5,no,-,no,-,no,-,no,-,not,-,not,-,very,-
2428,1817,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
3828,1817,2,no,-,no,yes,no,-,no,-,not,-,not,-,not,-
7233,1817,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
7578,1817,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
1967,1817,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
2316,1818,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
386,1818,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
2069,1818,3,no,-,no,-,no,-,no,-,not,-,not,-,not,very
9088,1818,4,no,-,no,-,no,-,yes,-,not,-,not,-,not,-
5709,1818,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
8865,1819,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
8564,1819,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
8263,1819,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
8886,1819,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
9775,1819,5,no,-,no,yes,no,-,no,-,not,-,not,-,not,-
6790,1820,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
361,1820,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
329,1820,3,no,-,no,-,no,-,no,-,not,abit,not,-,not,-
807,1820,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
7653,1820,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
2383,1821,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
7904,1821,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
8544,1821,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
5288,1821,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
6393,1821,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
8743,1822,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
9646,1822,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
7931,1822,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
3502,1822,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
5217,1822,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
8610,1823,1,no,-,no,-,no,-,yes,-,very,-,not,-,not,-
7986,1823,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
7422,1823,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
2095,1823,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
9793,1823,5,yes,-,no,-,no,-,no,-,not,-,not,-,not,-
8903,1824,1,no,-,no,-,no,-,no,-,very,-,not,-,not,-
8510,1824,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
699,1824,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
6327,1824,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
4038,1824,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
773,1825,1,no,-,no,-,no,-,yes,-,not,-,not,-,not,-
1672,1825,2,no,-,no,-,no,-,no,-,abit,-,not,-,not,-
988,1825,3,no,-,no,-,no,-,no,-,not,-,not,-,not,very
3569,1825,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
7751,1825,5,no,-,no,-,no,-,yes,-,not,-,not,-,not,-
1499,1826,1,no,-,no,-,no,-,yes,-,not,-,not,-,not,-
9061,1826,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
8775,1826,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
7045,1826,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
6646,1826,5,no,-,no,-,no,-,no,-,not,-,not,-,very,-
6,1827,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
989,1827,2,no,-,no,-,no,-,no,-,not,-,not,-,not,very
3802,1827,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
1899,1827,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
9476,1827,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
380,1828,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
5863,1828,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
4507,1828,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
7101,1828,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
8981,1828,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
3475,1829,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
7942,1829,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
4972,1829,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
5105,1829,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
4735,1829,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
6358,1830,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
3263,1830,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
2518,1830,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
3168,1830,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
5126,1830,5,no,-,no,-,no,-,no,-,not,abit,not,-,not,-
9608,1831,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
390,1831,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
6534,1831,3,no,-,no,-,no,-,no,-,very,-,not,-,not,-
5884,1831,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
1819,1831,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
4866,1832,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
9171,1832,2,no,-,no,-,no,-,no,-,not,-,not,-,not,-
8100,1832,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
5474,1832,4,no,-,no,-,no,-,no,-,not,-,not,-,not,-
3093,1832,5,no,-,no,-,no,-,no,-,not,-,not,-,not,-
1090,1833,1,no,-,no,-,no,-,no,-,not,-,not,-,not,-
5784,1833,2,no,-,no,yes,no,-,no,-,not,-,not,-,not,-
2647,1833,3,no,-,no,-,no,-,no,-,not,-,not,-,not,-
